"STATION","DATE","PRCP","TMAX","TMIN"
"USW00094995","2018-01-29","0.00","29","8"
"USW00094995","2018-01-30","0.00","49","19"
"USW00094995","2018-01-31","0.00","49","26"
"USW00094995","2018-02-01","0.00","33","3"
"USW00094995","2018-02-02","0.00","36","2"
"USW00094995","2018-02-03","0.00","52","25"
"USW00094995","2018-02-04","0.07","25","-5"
"USW00094995","2018-02-05","0.11","19","-1"
"USW00094995","2018-02-06","0.14","10","-3"
"USW00094995","2018-02-07","0.00","18","-4"
"USW00094995","2018-02-08","0.00","28","12"
"USW00094995","2018-02-09","0.13","21","7"
"USW00094995","2018-02-10","0.12","10","4"
"USW00094995","2018-02-11","0.00","26","-2"
"USW00094995","2018-02-12","0.00","21","-6"
"USW00094995","2018-02-13","0.00","43","20"
"USW00094995","2018-02-14","0.00","48","19"
"USW00094995","2018-02-15","0.00","46","22"
"USW00094995","2018-02-16","0.00","35","11"
"USW00094995","2018-02-17","0.00","50","22"
"USW00094995","2018-02-18","0.00","58","29"
"USW00094995","2018-02-19","0.12","34","20"
"USW00094995","2018-02-20","0.00","22","9"
"USW00094995","2018-02-21","0.07","26","4"
"USW00094995","2018-02-22","0.22","30","21"
"USW00094995","2018-02-23","0.00","31","18"
"USW00094995","2018-02-24","0.11","30","22"
"USW00094995","2018-02-25","0.00","48","17"
"USW00094995","2018-02-26","0.00","58","24"
"USW00094995","2018-02-27","0.00","65","29"
"USW00094995","2018-02-28","0.00","45","26"
"USW00094995","2018-03-01","0.00","51","20"
"USW00094995","2018-03-02","0.00","60","22"
"USW00094995","2018-03-03","0.00","72","36"
"USW00094995","2018-03-04","0.00","68","43"
"USW00094995","2018-03-05","0.07","52","33"
"USW00094995","2018-03-06","0.09","35","25"
"USW00094995","2018-03-07","0.00","38","17"
"USW00094995","2018-03-08","0.00","45","12"
"USW00094995","2018-03-09","0.00","53","26"
"USW00094995","2018-03-10","0.00","55","29"
"USW00094995","2018-03-11","0.00","39","31"
"USW00094995","2018-03-12","0.00","51","18"
"USW00094995","2018-03-13","0.00","50","17"
"USW00094995","2018-03-14","0.00","69","19"
"USW00094995","2018-03-15","0.00","69","28"
"USW00094995","2018-03-16","0.32","48","33"
"USW00094995","2018-03-17","0.00","39","33"
"USW00094995","2018-03-18","0.75","42","34"
"USW00094995","2018-03-19","0.37","45","34"
"USW00094995","2018-03-20","0.15","42","29"
"USW00094995","2018-03-21","0.00","56","20"
"USW00094995","2018-03-22","0.00","68","40"
"USW00094995","2018-03-23","0.56","59","41"
"USW00094995","2018-03-24","0.05","42","33"
"USW00094995","2018-03-25","0.01","39","31"
"USW00094995","2018-03-26","0.82","41","38"
"USW00094995","2018-03-27","0.00","53","34"
"USW00094995","2018-03-28","0.05","60","29"
"USW00094995","2018-03-29","0.00","50","31"
"USW00094995","2018-03-30","0.00","60","25"
"USW00094995","2018-03-31","0.00","54","24"
"USW00094995","2018-04-01","0.09","33","19"
"USW00094995","2018-04-02","0.00","31","17"
"USW00094995","2018-04-03","0.00","38","17"
"USW00094995","2018-04-04","0.00","45","12"
"USW00094995","2018-04-05","0.00","64","25"
"USW00094995","2018-04-06","0.11","39","16"
"USW00094995","2018-04-07","0.00","42","7"
"USW00094995","2018-04-08","0.00","43","28"
"USW00094995","2018-04-09","0.00","40","24"
"USW00094995","2018-04-10","0.00","67","20"
"USW00094995","2018-04-11","0.00","77","42"
"USW00094995","2018-04-12","0.00","75","36"
"USW00094995","2018-04-13","0.00","83","46"
"USW00094995","2018-04-14","0.31","49","25"
"USW00094995","2018-04-15","0.00","33","22"
"USW00094995","2018-04-16","0.00","49","24"
"USW00094995","2018-04-17","0.00","61","27"
"USW00094995","2018-04-18","0.00","45","33"
"USW00094995","2018-04-19","0.00","60","22"
"USW00094995","2018-04-20","0.00","66","31"
"USW00094995","2018-04-21","0.00","53","42"
"USW00094995","2018-04-22","0.00","71","32"
"USW00094995","2018-04-23","0.00","75","31"
"USW00094995","2018-04-24","0.06","75","32"
"USW00094995","2018-04-25","0.11","58","35"
"USW00094995","2018-04-26","0.00","72","30"
"USW00094995","2018-04-27","0.00","81","31"
"USW00094995","2018-04-28","0.00","70","28"
"USW00094995","2018-04-29","0.00","77","43"
"USW00094995","2018-04-30","0.00","86","60"
"USW00094995","2018-05-01","0.04","84","63"
"USW00094995","2018-05-02","0.25","63","47"
"USW00094995","2018-05-03","0.02","67","47"
"USW00094995","2018-05-04","0.00","82","46"
"USW00094995","2018-05-05","0.01","86","45"
"USW00094995","2018-05-06","0.00","87","46"
"USW00094995","2018-05-07","0.00","86","46"
"USW00094995","2018-05-08","0.00","88","57"
"USW00094995","2018-05-09","0.00","85","56"
"USW00094995","2018-05-10","0.00","87","51"
"USW00094995","2018-05-11","0.30","67","48"
"USW00094995","2018-05-12","0.02","62","51"
"USW00094995","2018-05-13","0.00","78","53"
"USW00094995","2018-05-14","0.04","78","58"
"USW00094995","2018-05-15","0.00","79","53"
"USW00094995","2018-05-16","0.00","85","49"
"USW00094995","2018-05-17","0.00","87","51"
"USW00094995","2018-05-18","0.02","80","55"
"USW00094995","2018-05-19","0.33","64","53"
"USW00094995","2018-05-20","0.10","58","53"
"USW00094995","2018-05-21","0.00","76","53"
"USW00094995","2018-05-22","0.17","89","58"
"USW00094995","2018-05-23","0.00","92","64"
"USW00094995","2018-05-24","0.00","90","66"
"USW00094995","2018-05-25","0.00","95","63"
"USW00094995","2018-05-26","0.00","99","65"
"USW00094995","2018-05-27","0.00","96","65"
"USW00094995","2018-05-28","0.00","95","65"
"USW00094995","2018-05-29","0.49","85","61"
"USW00094995","2018-05-30","0.01","85","60"
"USW00094995","2018-05-31","0.00","92","61"
"USW00094995","2018-06-01","0.75","93","61"
"USW00094995","2018-06-02","0.53","79","60"
"USW00094995","2018-06-03","0.00","83","52"
"USW00094995","2018-06-04","0.00","78","54"
"USW00094995","2018-06-05","0.00","90","62"
"USW00094995","2018-06-06","0.09","93","66"
"USW00094995","2018-06-07","0.07","84","65"
"USW00094995","2018-06-08","0.00","90","61"
"USW00094995","2018-06-09","0.50","89","64"
"USW00094995","2018-06-10","0.00","90","71"
"USW00094995","2018-06-11","0.00","93","64"
"USW00094995","2018-06-12","0.00","85","62"
"USW00094995","2018-06-13","0.00","80","55"
"USW00094995","2018-06-14","0.00","95","67"
"USW00094995","2018-06-15","0.00","97","77"
"USW00094995","2018-06-16","0.00","97","77"
"USW00094995","2018-06-17","0.15","91","74"
"USW00094995","2018-06-18","0.38","92","71"
"USW00094995","2018-06-19","0.65","86","66"
"USW00094995","2018-06-20","1.51","78","62"
"USW00094995","2018-06-21","0.19","69","60"
"USW00094995","2018-06-22","0.00","69","58"
"USW00094995","2018-06-23","0.00","84","58"
"USW00094995","2018-06-24","0.00","87","65"
"USW00094995","2018-06-25","0.89","78","64"
"USW00094995","2018-06-26","0.00","82","61"
"USW00094995","2018-06-27","0.00","87","59"
"USW00094995","2018-06-28","0.00","90","73"
"USW00094995","2018-06-29","0.00","96","79"
"USW00094995","2018-06-30","1.16","88","67"
"USW00094995","2018-07-01","0.19","82","61"
"USW00094995","2018-07-02","0.00","87","60"
"USW00094995","2018-07-03","0.00","93","69"
"USW00094995","2018-07-04","0.13","92","68"
"USW00094995","2018-07-05","0.64","84","67"
"USW00094995","2018-07-06","0.00","85","63"
"USW00094995","2018-07-07","0.00","89","65"
"USW00094995","2018-07-08","0.00","89","63"
"USW00094995","2018-07-09","0.00","92","66"
"USW00094995","2018-07-10","0.00","93","63"
"USW00094995","2018-07-11","0.00","94","72"
"USW00094995","2018-07-12","0.00","95","73"
"USW00094995","2018-07-13","0.00","88","69"
"USW00094995","2018-07-14","0.00","87","62"
"USW00094995","2018-07-15","0.00","91","61"
"USW00094995","2018-07-16","0.00","87","68"
"USW00094995","2018-07-17","0.43","79","65"
"USW00094995","2018-07-18","0.00","84","64"
"USW00094995","2018-07-19","0.09","89","66"
"USW00094995","2018-07-20","0.00","83","61"
"USW00094995","2018-07-21","0.00","86","60"
"USW00094995","2018-07-22","0.00","85","60"
"USW00094995","2018-07-23","0.03","86","62"
"USW00094995","2018-07-24","0.00","85","54"
"USW00094995","2018-07-25","0.04","84","57"
"USW00094995","2018-07-26","0.00","83","57"
"USW00094995","2018-07-27","0.31","80","53"
"USW00094995","2018-07-28","0.27","77","62"
"USW00094995","2018-07-29","0.00","79","60"
"USW00094995","2018-07-30","0.05","81","56"
"USW00094995","2018-07-31","0.00","82","52"
"USW00094995","2018-08-01","0.00","88","54"
"USW00094995","2018-08-02","0.00","89","60"
"USW00094995","2018-08-03","0.00","94","69"
"USW00094995","2018-08-04","0.27","85","67"
"USW00094995","2018-08-05","0.00","92","71"
"USW00094995","2018-08-06","0.27","86","67"
"USW00094995","2018-08-07","0.03","86","65"
"USW00094995","2018-08-08","0.00","89","63"
"USW00094995","2018-08-09","0.00","94","61"
"USW00094995","2018-08-10","0.00","87","60"
"USW00094995","2018-08-11","0.00","89","59"
"USW00094995","2018-08-12","0.00","92","58"
"USW00094995","2018-08-13","0.00","92","66"
"USW00094995","2018-08-14","0.37","74","65"
"USW00094995","2018-08-15","0.02","81","65"
"USW00094995","2018-08-16","0.08","85","62"
"USW00094995","2018-08-17","0.00","87","61"
"USW00094995","2018-08-18","0.00","87","60"
"USW00094995","2018-08-19","1.81","72","66"
"USW00094995","2018-08-20","0.83","74","64"
"USW00094995","2018-08-21","0.00","75","57"
"USW00094995","2018-08-22","0.00","76","52"
"USW00094995","2018-08-23","0.05","75","58"
"USW00094995","2018-08-24","0.00","89","65"
"USW00094995","2018-08-25","0.00","92","58"
"USW00094995","2018-08-27","0.00","92","74"
"USW00094995","2018-08-28","0.05","82","56"
"USW00094995","2018-08-29","0.00","77","48"
"USW00094995","2018-08-30","0.00","85","59"
"USW00094995","2018-08-31","0.06","85","65"
"USW00094995","2018-09-01","1.52","89","66"
"USW00094995","2018-09-02","1.28","81","66"
"USW00094995","2018-09-03","1.19","80","67"
"USW00094995","2018-09-04","2.14","76","69"
"USW00094995","2018-09-05","0.07","78","65"
"USW00094995","2018-09-06","0.00","77","61"
"USW00094995","2018-09-07","0.04","67","62"
"USW00094995","2018-09-08","0.00","74","58"
"USW00094995","2018-09-09","0.00","75","49"
"USW00094995","2018-09-10","0.00","80","56"
"USW00094995","2018-09-11","0.00","82","58"
"USW00094995","2018-09-12","0.00","83","59"
"USW00094995","2018-09-13","0.00","84","65"
"USW00094995","2018-09-14","0.00","91","67"
"USW00094995","2018-09-15","0.00","91","68"
"USW00094995","2018-09-16","0.00","89","66"
"USW00094995","2018-09-17","0.00","93","69"
"USW00094995","2018-09-18","0.39","91","67"
"USW00094995","2018-09-19","0.00","93","66"
"USW00094995","2018-09-20","0.52","93","65"
"USW00094995","2018-09-21","0.00","67","45"
"USW00094995","2018-09-22","0.00","72","39"
"USW00094995","2018-09-23","0.00","81","50"
"USW00094995","2018-09-24","0.00","78","56"
"USW00094995","2018-09-25","0.25","66","44"
"USW00094995","2018-09-26","0.00","70","41"
"USW00094995","2018-09-27","0.00","78","51"
"USW00094995","2018-09-28","0.02","56","46"
"USW00094995","2018-09-29","0.10","50","45"
"USW00094995","2018-09-30","0.10","52","49"
"USW00094995","2018-10-01","0.13","56","49"
"USW00094995","2018-10-02","0.00","74","51"
"USW00094995","2018-10-03","0.00","93","47"
"USW00094995","2018-10-04","0.01","57","38"
"USW00094995","2018-10-05","0.20","56","46"
"USW00094995","2018-10-06","0.02","51","44"
"USW00094995","2018-10-07","0.30","52","44"
"USW00094995","2018-10-08","0.61","58","51"
"USW00094995","2018-10-09","0.89","53","46"
"USW00094995","2018-10-10","0.00","48","39"
"USW00094995","2018-10-11","0.00","52","35"
"USW00094995","2018-10-12","0.18","47","36"
"USW00094995","2018-10-13","0.00","64","36"
"USW00094995","2018-10-14","0.58","49","31"
"USW00094995","2018-10-15","0.00","45","26"
"USW00094995","2018-10-16","0.00","69","33"
"USW00094995","2018-10-17","0.00","67","32"
"USW00094995","2018-10-18","0.00","71","39"
"USW00094995","2018-10-19","0.04","75","43"
"USW00094995","2018-10-20","0.00","61","29"
"USW00094995","2018-10-21","0.00","72","29"
"USW00094995","2018-10-22","0.00","70","36"
"USW00094995","2018-10-23","0.00","63","30"
"USW00094995","2018-10-24","0.00","61","33"
"USW00094995","2018-10-25","0.24","52","44"
"USW00094995","2018-10-26","0.00","63","40"
"USW00094995","2018-10-27","0.00","74","35"
"USW00094995","2018-10-28","0.00","67","40"
"USW00094995","2018-10-29","0.00","71","35"
"USW00094995","2018-10-30","0.00","62","45"
"USW00094995","2018-10-31","0.00","60","33"
"USW00094995","2018-11-01","0.00","62","27"
"USW00094995","2018-11-02","0.00","51","41"
"USW00094995","2018-11-03","0.17","50","42"
"USW00094995","2018-11-04","0.00","45","32"
"USW00094995","2018-11-05","0.25","51","38"
"USW00094995","2018-11-06","0.00","49","27"
"USW00094995","2018-11-07","0.00","40","22"
"USW00094995","2018-11-08","0.04","31","19"
"USW00094995","2018-11-09","0.04","30","9"
"USW00094995","2018-11-10","0.00","31","9"
"USW00094995","2018-11-11","0.00","43","19"
"USW00094995","2018-11-12","0.00","28","10"
"USW00094995","2018-11-13","0.00","40","8"
"USW00094995","2018-11-14","0.00","49","23"
"USW00094995","2018-11-15","0.00","58","28"
"USW00094995","2018-11-16","0.00","58","26"
"USW00094995","2018-11-17","0.20","46","20"
"USW00094995","2018-11-18","0.00","30","1"
"USW00094995","2018-11-19","0.00","44","22"
"USW00094995","2018-11-20","0.00","53","16"
"USW00094995","2018-11-21","0.00","59","25"
"USW00094995","2018-11-22","0.00","63","32"
"USW00094995","2018-11-23","0.00","59","32"
"USW00094995","2018-11-24","0.02","54","27"
"USW00094995","2018-11-25","0.48","36","20"
"USW00094995","2018-11-26","0.00","28","16"
"USW00094995","2018-11-27","0.00","25","8"
"USW00094995","2018-11-28","0.00","33","22"
"USW00094995","2018-11-29","0.00","36","20"
"USW00094995","2018-11-30","0.23","38","28"
"USW00094995","2018-12-01","1.48","38","32"
"USW00094995","2018-12-02","0.34","32","25"
"USW00094995","2018-12-03","0.00","26","23"
"USW00094995","2018-12-04","0.00","31","22"
"USW00094995","2018-12-05","0.00","37","17"
"USW00094995","2018-12-06","0.00","29","14"
"USW00094995","2018-12-07","0.00","32","15"
"USW00094995","2018-12-08","0.00","31","9"
"USW00094995","2018-12-09","0.00","33","11"
"USW00094995","2018-12-10","0.00","37","7"
"USW00094995","2018-12-11","0.00","41","28"
"USW00094995","2018-12-12","0.00","46","23"
"USW00094995","2018-12-13","0.00","38","24"
"USW00094995","2018-12-14","0.00","48","17"
"USW00094995","2018-12-15","0.00","51","20"
"USW00094995","2018-12-16","0.00","54","25"
"USW00094995","2018-12-17","0.00","54","21"
"USW00094995","2018-12-18","0.00","52","35"
"USW00094995","2018-12-19","0.00","52","35"
"USW00094995","2018-12-20","0.00","46","30"
"USW00094995","2018-12-21","0.00","47","21"
"USW00094995","2018-12-22","0.00","47","24"
"USW00094995","2018-12-23","0.00","47","21"
"USW00094995","2018-12-24","0.00","42","23"
"USW00094995","2018-12-25","0.00","42","25"
"USW00094995","2018-12-26","0.86","45","25"
"USW00094995","2018-12-27","0.96","48","21"
"USW00094995","2018-12-28","0.05","21","9"
"USW00094995","2018-12-29","0.00","26","4"
"USW00094995","2018-12-30","0.00","42","22"
"USW00094995","2018-12-31","0.00","31","10"
"USW00094995","2019-01-01","0.00","16","4"
"USW00094995","2019-01-02","0.00","35","15"
"USW00094995","2019-01-03","0.00","54","20"
"USW00094995","2019-01-04","0.00","56","23"
"USW00094995","2019-01-05","0.00","60","26"
"USW00094995","2019-01-06","0.00","54","31"
"USW00094995","2019-01-07","0.00","56","38"
"USW00094995","2019-01-08","0.00","47","29"
"USW00094995","2019-01-09","0.00","34","19"
"USW00094995","2019-01-10","0.00","43","20"
"USW00094995","2019-01-11","0.27","38","26"
"USW00094995","2019-01-12","0.50","32","27"
"USW00094995","2019-01-13","0.00","30","26"
"USW00094995","2019-01-14","0.00","33","27"
"USW00094995","2019-01-15","0.00","33","27"
"USW00094995","2019-01-16","0.01","29","22"
"USW00094995","2019-01-17","0.00","31","22"
"USW00094995","2019-01-18","0.03","29","14"
"USW00094995","2019-01-19","0.00","16","4"
"USW00094995","2019-01-20","0.00","14","5"
"USW00094995","2019-01-21","0.00","22","11"
"USW00094995","2019-01-22","0.24","29","16"
"USW00094995","2019-01-23","0.02","27","4"
"USW00094995","2019-01-24","0.00","31","-10"
"USW00094995","2019-01-25","0.00","36","-11"
"USW00094995","2019-01-26","0.00","40","16"
"USW00094995","2019-01-27","0.00","44","18"
"USW00094995","2019-01-28","0.00","42","4"
"USW00094995","2019-01-29","0.00","18","-4"
"USW00094995","2019-01-30","0.03","1","-12"
"USW00094995","2019-01-31","0.00","22","-3"
"USW00094995","2019-02-01","0.00","42","11"
"USW00094995","2019-02-02","0.00","50","39"
"USW00094995","2019-02-03","0.00","55","30"
"USW00094995","2019-02-04","0.00","31","10"
"USW00094995","2019-02-05","0.00","14","8"
"USW00094995","2019-02-06","0.05","15","8"
"USW00094995","2019-02-07","0.02","11","3"
"USW00094995","2019-02-08","0.00","18","-2"
"USW00094995","2019-02-09","0.00","33","8"
"USW00094995","2019-02-10","0.12","31","25"
"USW00094995","2019-02-11","0.08","27","25"
"USW00094995","2019-02-12","0.00","33","14"
"USW00094995","2019-02-13","0.00","37","12"
"USW00094995","2019-02-14","0.00","36","9"
"USW00094995","2019-02-15","0.18","13","8"
"USW00094995","2019-02-16","0.21","19","-4"
"USW00094995","2019-02-17","0.03","24","13"
"USW00094995","2019-02-18","0.00","20","7"
"USW00094995","2019-02-19","0.28","22","1"
"USW00094995","2019-02-20","0.09","30","10"
"USW00094995","2019-02-21","0.00","32","-2"
"USW00094995","2019-02-22","0.04","33","18"
"USW00094995","2019-02-23","1.04","32","22"
"USW00094995","2019-02-24","0.00","22","-4"
"USW00094995","2019-02-25","0.00","13","-9"
"USW00094995","2019-02-26","0.00","15","1"
"USW00094995","2019-02-27","0.00","12","-1"
"USW00094995","2019-02-28","0.00","21","0"
"USW00094995","2019-03-01","0.00","32","5"
"USW00094995","2019-03-02","0.05","15","8"
"USW00094995","2019-03-03","0.05","8","-4"
"USW00094995","2019-03-04","0.00","15","-11"
"USW00094995","2019-03-05","0.00","20","2"
"USW00094995","2019-03-06","0.01","34","1"
"USW00094995","2019-03-07","0.28","30","22"
"USW00094995","2019-03-08","0.00","35","10"
"USW00094995","2019-03-09","0.24","37","29"
"USW00094995","2019-03-10","0.00","36","20"
"USW00094995","2019-03-11","0.00","41","18"
"USW00094995","2019-03-12","0.15","44","36"
"USW00094995","2019-03-13","0.51","62","40"
"USW00094995","2019-03-14","0.04","51","33"
"USW00094995","2019-03-15","0.00","46","25"
"USW00094995","2019-03-16","0.00","55","24"
"USW00094995","2019-03-17","0.00","47","21"
"USW00094995","2019-03-18","0.00","47","22"
"USW00094995","2019-03-19","0.41","44","35"
"USW00094995","2019-03-20","0.00","59","34"
"USW00094995","2019-03-21","0.00","59","26"
"USW00094995","2019-03-22","0.00","64","25"
"USW00094995","2019-03-23","0.12","55","42"
"USW00094995","2019-03-24","0.06","49","45"
"USW00094995","2019-03-25","0.00","52","35"
"USW00094995","2019-03-26","0.01","67","34"
"USW00094995","2019-03-27","0.00","75","46"
"USW00094995","2019-03-28","0.01","51","43"
"USW00094995","2019-03-29","0.32","45","34"
"USW00094995","2019-03-30","0.02","45","26"
"USW00094995","2019-03-31","0.00","51","17"
"USW00094995","2019-04-01","0.07","62","36"
"USW00094995","2019-04-02","0.04","57","32"
"USW00094995","2019-04-03","0.05","55","42"
"USW00094995","2019-04-04","0.00","62","43"
"USW00094995","2019-04-05","0.00","75","38"
"USW00094995","2019-04-06","0.15","79","52"
"USW00094995","2019-04-07","0.00","75","47"
"USW00094995","2019-04-08","0.00","81","42"
"USW00094995","2019-04-09","0.00","76","40"
"USW00094995","2019-04-10","0.14","68","41"
"USW00094995","2019-04-11","0.00","44","31"
"USW00094995","2019-04-12","0.00","44","27"
"USW00094995","2019-04-13","0.00","54","27"
"USW00094995","2019-04-14","0.00","58","25"
"USW00094995","2019-04-15","0.00","78","40"
"USW00094995","2019-04-16","0.00","80","43"
"USW00094995","2019-04-17","0.00","70","46"
"USW00094995","2019-04-18","0.00","65","42"
"USW00094995","2019-04-19","0.00","67","37"
"USW00094995","2019-04-20","0.00","87","42"
"USW00094995","2019-04-21","0.01","87","57"
"USW00094995","2019-04-22","0.04","68","50"
"USW00094995","2019-04-23","0.00","70","42"
"USW00094995","2019-04-24","0.00","76","37"
"USW00094995","2019-04-25","0.04","73","46"
"USW00094995","2019-04-26","0.12","68","40"
"USW00094995","2019-04-27","0.24","60","40"
"USW00094995","2019-04-28","0.00","57","38"
"USW00094995","2019-04-29","0.00","63","46"
"USW00094995","2019-04-30","0.15","51","45"
"USW00094995","2019-05-01","0.02","52","44"
"USW00094995","2019-05-02","0.00","64","37"
"USW00094995","2019-05-03","0.02","67","42"
"USW00094995","2019-05-04","0.00","75","43"
"USW00094995","2019-05-05","0.55","82","50"
"USW00094995","2019-05-06","0.69","64","48"
"USW00094995","2019-05-07","0.02","57","45"
"USW00094995","2019-05-08","0.91","56","40"
"USW00094995","2019-05-09","0.00","56","39"
"USW00094995","2019-05-10","0.00","62","36"
"USW00094995","2019-05-11","0.28","66","46"
"USW00094995","2019-05-12","0.04","65","46"
"USW00094995","2019-05-13","0.00","74","41"
"USW00094995","2019-05-14","0.02","83","54"
"USW00094995","2019-05-15","0.00","85","55"
"USW00094995","2019-05-16","0.00","92","66"
"USW00094995","2019-05-17","0.09","87","66"
"USW00094995","2019-05-18","0.35","74","57"
"USW00094995","2019-05-19","0.00","61","50"
"USW00094995","2019-05-20","0.07","50","42"
"USW00094995","2019-05-21","0.41","53","46"
"USW00094995","2019-05-22","0.00","68","46"
"USW00094995","2019-05-23","1.16","67","42"
"USW00094995","2019-05-24","0.09","78","55"
"USW00094995","2019-05-25","0.00","79","59"
"USW00094995","2019-05-26","0.61","82","54"
"USW00094995","2019-05-27","0.80","80","60"
"USW00094995","2019-05-28","1.35","64","54"
"USW00094995","2019-05-29","0.02","70","57"
"USW00094995","2019-05-30","0.01","79","54"
"USW00094995","2019-05-31","0.00","82","53"
"USW00094995","2019-06-01","0.00","83","57"
"USW00094995","2019-06-02","0.00","78","50"
"USW00094995","2019-06-03","0.91","76","58"
"USW00094995","2019-06-04","0.09","86","66"
"USW00094995","2019-06-05","0.00","89","64"
"USW00094995","2019-06-06","0.02","87","66"
"USW00094995","2019-06-07","0.00","87","61"
"USW00094995","2019-06-08","0.00","87","63"
"USW00094995","2019-06-09","0.04","72","54"
"USW00094995","2019-06-10","0.00","78","46"
"USW00094995","2019-06-11","0.15","76","56"
"USW00094995","2019-06-12","0.00","74","49"
"USW00094995","2019-06-13","0.00","80","44"
"USW00094995","2019-06-14","0.22","83","59"
"USW00094995","2019-06-15","0.00","84","61"
"USW00094995","2019-06-16","0.00","85","56"
"USW00094995","2019-06-17","0.00","82","59"
"USW00094995","2019-06-18","0.48","74","63"
"USW00094995","2019-06-19","0.00","75","59"
"USW00094995","2019-06-20","0.00","85","56"
"USW00094995","2019-06-21","0.83","80","64"
"USW00094995","2019-06-22","0.10","82","66"
"USW00094995","2019-06-23","0.27","78","61"
"USW00094995","2019-06-24","0.02","81","56"
"USW00094995","2019-06-25","0.02","86","61"
"USW00094995","2019-06-26","0.37","86","62"
"USW00094995","2019-06-27","0.00","90","72"
"USW00094995","2019-06-28","0.00","93","75"
"USW00094995","2019-06-29","0.00","96","75"
"USW00094995","2019-06-30","0.00","93","76"
"USW00094995","2019-07-01","0.00","89","74"
"USW00094995","2019-07-02","0.00","92","69"
"USW00094995","2019-07-03","0.00","90","70"
"USW00094995","2019-07-04","0.00","87","69"
"USW00094995","2019-07-05","0.13","82","68"
"USW00094995","2019-07-06","0.00","83","65"
"USW00094995","2019-07-07","0.00","85","61"
"USW00094995","2019-07-08","0.00","90","68"
"USW00094995","2019-07-09","0.28","88","67"
"USW00094995","2019-07-10","0.02","84","64"
"USW00094995","2019-07-11","0.00","85","57"
"USW00094995","2019-07-12","0.00","90","60"
"USW00094995","2019-07-13","0.01","89","67"
"USW00094995","2019-07-14","0.00","91","66"
"USW00094995","2019-07-15","0.00","90","72"
"USW00094995","2019-07-16","0.11","91","71"
"USW00094995","2019-07-17","0.00","97","74"
"USW00094995","2019-07-18","0.00","96","78"
"USW00094995","2019-07-19","0.00","98","80"
"USW00094995","2019-07-20","0.00","94","75"
"USW00094995","2019-07-21","2.91","76","65"
"USW00094995","2019-07-22","0.00","80","58"
"USW00094995","2019-07-23","0.00","79","53"
"USW00094995","2019-07-24","0.00","82","54"
"USW00094995","2019-07-25","0.02","83","64"
"USW00094995","2019-07-26","0.00","88","68"
"USW00094995","2019-07-27","0.00",,
"USW00094995","2019-07-28","0.05",,
"USW00094995","2019-07-29","0.00","86","61"
"USW00094995","2019-07-30","0.00","81","58"
"USW00094995","2019-07-31","0.00","81","66"
"USW00094995","2019-08-01","0.00","84","66"
"USW00094995","2019-08-02","0.00","76","66"
"USW00094995","2019-08-03","0.00","83","65"
"USW00094995","2019-08-04","0.00","87","65"
"USW00094995","2019-08-05","0.00","88","68"
"USW00094995","2019-08-06","0.00","87","66"
"USW00094995","2019-08-07","0.27","86","65"
"USW00094995","2019-08-08","0.00","87","65"
"USW00094995","2019-08-09","0.00","86","65"
"USW00094995","2019-08-10","0.00","89","70"
"USW00094995","2019-08-11","0.54","84","70"
"USW00094995","2019-08-12","0.55","87","67"
"USW00094995","2019-08-13","0.00","87","69"
"USW00094995","2019-08-14","0.00","79","59"
"USW00094995","2019-08-15","0.48","72","57"
"USW00094995","2019-08-16","0.00","82","61"
"USW00094995","2019-08-17","0.00","86","67"
"USW00094995","2019-08-18","0.00","76","62"
"USW00094995","2019-08-19","0.00","89","61"
"USW00094995","2019-08-20","0.02","93","76"
"USW00094995","2019-08-21","0.22","80","63"
"USW00094995","2019-08-22","0.00","80","60"
"USW00094995","2019-08-23","0.00","81","63"
"USW00094995","2019-08-24","0.02","76","65"
"USW00094995","2019-08-25","0.00","72","63"
"USW00094995","2019-08-26","0.28","81","61"
"USW00094995","2019-08-27","0.00","76","54"
"USW00094995","2019-08-28","0.00","82","52"
"USW00094995","2019-08-29","0.00","89","68"
"USW00094995","2019-08-30","0.11","76","61"
"USW00094995","2019-08-31","0.13","73","58"
"USW00094995","2019-09-01","0.00","82","57"
"USW00094995","2019-09-02","0.00","89","65"
"USW00094995","2019-09-03","0.00","88","58"
"USW00094995","2019-09-04","0.00","79","50"
"USW00094995","2019-09-05","0.00","93","63"
"USW00094995","2019-09-06","0.00","82","61"
"USW00094995","2019-09-07","0.16","79","59"
"USW00094995","2019-09-08","0.00","73","63"
"USW00094995","2019-09-09","0.08","81","69"
"USW00094995","2019-09-10","0.00","89","70"
"USW00094995","2019-09-11","0.03","89","70"
"USW00094995","2019-09-12","0.06","80","63"
"USW00094995","2019-09-13","0.00","83","55"
"USW00094995","2019-09-14","0.00","86","63"
"USW00094995","2019-09-15","0.00","92","66"
"USW00094995","2019-09-16","0.00","91","71"
"USW00094995","2019-09-17","0.00","92","72"
"USW00094995","2019-09-18","0.14","91","69"
"USW00094995","2019-09-19","0.64","88","65"
"USW00094995","2019-09-20","0.00","87","69"
"USW00094995","2019-09-21","0.75","84","67"
"USW00094995","2019-09-22","0.94","76","55"
"USW00094995","2019-09-23","0.00","82","52"
"USW00094995","2019-09-24","0.03","86","63"
"USW00094995","2019-09-25","0.00","77","49"
"USW00094995","2019-09-26","0.00","76","46"
"USW00094995","2019-09-27","0.12","75","60"
"USW00094995","2019-09-28","0.08","68","48"
